english_word,bangla_word,part_of_speech,image_url,original_file,cloudinary_public_id,file_id,word_id
"House","বাড়ি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679266/words/213b3aef-e921-473a-a1a5-1528f02b46c6/1787679265852_words_213b3aef-e921-473a-a1a5-1528f02b46c6.jfif.jpg","House.jfif","words/213b3aef-e921-473a-a1a5-1528f02b46c6/1787679265852_words_213b3aef-e921-473a-a1a5-1528f02b46c6.jfif",205,"213b3aef-e921-473a-a1a5-1528f02b46c6"
"island","দ্বীপ","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678773/words/06790b64-e7c9-49a0-8bdb-d9b48492706b/1787678772277_words_06790b64-e7c9-49a0-8bdb-d9b48492706b.jpg.jpg","Island.jpg","words/06790b64-e7c9-49a0-8bdb-d9b48492706b/1787678772277_words_06790b64-e7c9-49a0-8bdb-d9b48492706b.jpg",68,"06790b64-e7c9-49a0-8bdb-d9b48492706b"
"Jar","জার","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679266/words/76ff45c3-7eb5-433c-9eac-fd0fd2c0e4b0/1787679265913_words_76ff45c3-7eb5-433c-9eac-fd0fd2c0e4b0.jpg.jpg","Jar.jpg","words/76ff45c3-7eb5-433c-9eac-fd0fd2c0e4b0/1787679265913_words_76ff45c3-7eb5-433c-9eac-fd0fd2c0e4b0.jpg",207,"76ff45c3-7eb5-433c-9eac-fd0fd2c0e4b0"
"jute","পাট","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679267/words/8a5a33bf-9a39-45b0-9a74-1b6b383aca6f/1787679266165_words_8a5a33bf-9a39-45b0-9a74-1b6b383aca6f.jpg.jpg","Jute.JPG","words/8a5a33bf-9a39-45b0-9a74-1b6b383aca6f/1787679266165_words_8a5a33bf-9a39-45b0-9a74-1b6b383aca6f.jpg",206,"8a5a33bf-9a39-45b0-9a74-1b6b383aca6f"
"Kite","ঘুড়ি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679267/words/3206089b-a1c2-4f1d-ba15-82e21a40e978/1787679266329_words_3206089b-a1c2-4f1d-ba15-82e21a40e978.jpg.jpg","Kite.jpg","words/3206089b-a1c2-4f1d-ba15-82e21a40e978/1787679266329_words_3206089b-a1c2-4f1d-ba15-82e21a40e978.jpg",208,"3206089b-a1c2-4f1d-ba15-82e21a40e978"
"kitten","বিড়ালছানা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679267/words/74bbfe65-ec06-4513-8b77-0b261ecb606a/1787679266830_words_74bbfe65-ec06-4513-8b77-0b261ecb606a.jpg.jpg","Kitten.jpg","words/74bbfe65-ec06-4513-8b77-0b261ecb606a/1787679266830_words_74bbfe65-ec06-4513-8b77-0b261ecb606a.jpg",209,"74bbfe65-ec06-4513-8b77-0b261ecb606a"
"ladder","সিঁড়ি","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678773/words/e28ccf75-6e0b-4c0e-b01a-26ae78afe2ca/1787678772760_words_e28ccf75-6e0b-4c0e-b01a-26ae78afe2ca.jpg.jpg","Ladder.jpg","words/e28ccf75-6e0b-4c0e-b01a-26ae78afe2ca/1787678772760_words_e28ccf75-6e0b-4c0e-b01a-26ae78afe2ca.jpg",70,"e28ccf75-6e0b-4c0e-b01a-26ae78afe2ca"
"Lamp","বাতি","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678773/words/57e0c296-a8b0-4492-8223-20621590a4c9/1787678772892_words_57e0c296-a8b0-4492-8223-20621590a4c9.jpg.jpg","Lamp.jpg","words/57e0c296-a8b0-4492-8223-20621590a4c9/1787678772892_words_57e0c296-a8b0-4492-8223-20621590a4c9.jpg",69,"57e0c296-a8b0-4492-8223-20621590a4c9"
"leaf","পাতা","n","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679268/words/14993980-f435-494b-bdb9-8952a02ba706/1787679267268_words_14993980-f435-494b-bdb9-8952a02ba706.jpg.jpg","Leaf.jpg","words/14993980-f435-494b-bdb9-8952a02ba706/1787679267268_words_14993980-f435-494b-bdb9-8952a02ba706.jpg",210,"14993980-f435-494b-bdb9-8952a02ba706"
"Letter","চিঠি/অক্ষর","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679268/words/35c3d508-2a96-4403-8e51-11acd11aa059/1787679267378_words_35c3d508-2a96-4403-8e51-11acd11aa059.jpg.jpg","Letter.jpg","words/35c3d508-2a96-4403-8e51-11acd11aa059/1787679267378_words_35c3d508-2a96-4403-8e51-11acd11aa059.jpg",211,"35c3d508-2a96-4403-8e51-11acd11aa059"
"Library","লাইব্রেরি; পাঠাগার","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679268/words/186b97a2-c2b8-438f-b658-a634254cb55e/1787679267490_words_186b97a2-c2b8-438f-b658-a634254cb55e.jpg.jpg","Library.jpg","words/186b97a2-c2b8-438f-b658-a634254cb55e/1787679267490_words_186b97a2-c2b8-438f-b658-a634254cb55e.jpg",212,"186b97a2-c2b8-438f-b658-a634254cb55e"
"Line","লাইন","Noun/Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679268/words/094cdd28-8ece-4e63-a51b-7ff30161170e/1787679267794_words_094cdd28-8ece-4e63-a51b-7ff30161170e.png.png","Line.png","words/094cdd28-8ece-4e63-a51b-7ff30161170e/1787679267794_words_094cdd28-8ece-4e63-a51b-7ff30161170e.png",213,"094cdd28-8ece-4e63-a51b-7ff30161170e"
"Lion","সিংহ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678774/words/40a0e052-2436-4e91-bcc6-cfda831637e0/1787678773031_words_40a0e052-2436-4e91-bcc6-cfda831637e0.jpg.jpg","Lion.jpg","words/40a0e052-2436-4e91-bcc6-cfda831637e0/1787678773031_words_40a0e052-2436-4e91-bcc6-cfda831637e0.jpg",71,"40a0e052-2436-4e91-bcc6-cfda831637e0"
"Man","মানুষ/পুরুষ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679269/words/9bd69391-f25d-450b-82bf-11f51ba85ce6/1787679268509_words_9bd69391-f25d-450b-82bf-11f51ba85ce6.jpg.jpg","Man.jpg","words/9bd69391-f25d-450b-82bf-11f51ba85ce6/1787679268509_words_9bd69391-f25d-450b-82bf-11f51ba85ce6.jpg",215,"9bd69391-f25d-450b-82bf-11f51ba85ce6"
"mango","আম","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679269/words/00385889-183a-461d-b23a-79d11f21d826/1787679268560_words_00385889-183a-461d-b23a-79d11f21d826.jpg.jpg","Mango.jpg","words/00385889-183a-461d-b23a-79d11f21d826/1787679268560_words_00385889-183a-461d-b23a-79d11f21d826.jpg",214,"00385889-183a-461d-b23a-79d11f21d826"
"Milk","দুধ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678774/words/3e58348a-5b99-4e27-802c-b2517dcec7e2/1787678773439_words_3e58348a-5b99-4e27-802c-b2517dcec7e2.jpg.jpg","Milk.jpg","words/3e58348a-5b99-4e27-802c-b2517dcec7e2/1787678773439_words_3e58348a-5b99-4e27-802c-b2517dcec7e2.jpg",72,"3e58348a-5b99-4e27-802c-b2517dcec7e2"
"Missing","হারানো/অনুপস্থিত","Adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679269/words/ebc07675-9acf-424a-bf2d-cd318850785d/1787679268781_words_ebc07675-9acf-424a-bf2d-cd318850785d.jpg.jpg","Missing.jpg","words/ebc07675-9acf-424a-bf2d-cd318850785d/1787679268781_words_ebc07675-9acf-424a-bf2d-cd318850785d.jpg",216,"ebc07675-9acf-424a-bf2d-cd318850785d"
"monkey","বানর","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679269/words/5b8f6d40-b4e1-4888-8271-079a31d88180/1787679268902_words_5b8f6d40-b4e1-4888-8271-079a31d88180.jpg.jpg","Monkey.jpg","words/5b8f6d40-b4e1-4888-8271-079a31d88180/1787679268902_words_5b8f6d40-b4e1-4888-8271-079a31d88180.jpg",217,"5b8f6d40-b4e1-4888-8271-079a31d88180"
"Moo","হাম্বা ডাকা","Verb/Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679270/words/9c560667-67da-43fc-810b-23eff825b202/1787679269672_words_9c560667-67da-43fc-810b-23eff825b202.jpg.jpg","Moo.jpg","words/9c560667-67da-43fc-810b-23eff825b202/1787679269672_words_9c560667-67da-43fc-810b-23eff825b202.jpg",218,"9c560667-67da-43fc-810b-23eff825b202"
"Moon","চাঁদ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678774/words/e1956d8d-5c0f-41be-9dd2-cb4fd66a3ee0/1787678773950_words_e1956d8d-5c0f-41be-9dd2-cb4fd66a3ee0.jpg.jpg","Moon.jpg","words/e1956d8d-5c0f-41be-9dd2-cb4fd66a3ee0/1787678773950_words_e1956d8d-5c0f-41be-9dd2-cb4fd66a3ee0.jpg",73,"e1956d8d-5c0f-41be-9dd2-cb4fd66a3ee0"
"morning","সকাল","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679270/words/f3c42637-5226-469a-88fb-d8e2c3cf3f65/1787679269728_words_f3c42637-5226-469a-88fb-d8e2c3cf3f65.jpg.jpg","Morning.jpg","words/f3c42637-5226-469a-88fb-d8e2c3cf3f65/1787679269728_words_f3c42637-5226-469a-88fb-d8e2c3cf3f65.jpg",219,"f3c42637-5226-469a-88fb-d8e2c3cf3f65"
"Mother","মা","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678775/words/d32c79b5-0592-48ef-aeeb-753c4248e2f3/1787678774511_words_d32c79b5-0592-48ef-aeeb-753c4248e2f3.jpg.jpg","Mother.jpg","words/d32c79b5-0592-48ef-aeeb-753c4248e2f3/1787678774511_words_d32c79b5-0592-48ef-aeeb-753c4248e2f3.jpg",74,"d32c79b5-0592-48ef-aeeb-753c4248e2f3"
"Mouth","মুখ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678776/words/0157743d-89a9-4db5-9273-2ba311a3b027/1787678774756_words_0157743d-89a9-4db5-9273-2ba311a3b027.jfif.jpg","Mouth.jfif","words/0157743d-89a9-4db5-9273-2ba311a3b027/1787678774756_words_0157743d-89a9-4db5-9273-2ba311a3b027.jfif",76,"0157743d-89a9-4db5-9273-2ba311a3b027"
"Nail","নখ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679270/words/eb64499b-b789-41d2-9be2-ae96c8f7f54a/1787679269901_words_eb64499b-b789-41d2-9be2-ae96c8f7f54a.jpg.jpg","Nail.jpg","words/eb64499b-b789-41d2-9be2-ae96c8f7f54a/1787679269901_words_eb64499b-b789-41d2-9be2-ae96c8f7f54a.jpg",220,"eb64499b-b789-41d2-9be2-ae96c8f7f54a"
"nest","বাসা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679270/words/db5c825d-5577-4671-8cfd-13e1cbf10867/1787679270081_words_db5c825d-5577-4671-8cfd-13e1cbf10867.jpg.jpg","Nest.jpg","words/db5c825d-5577-4671-8cfd-13e1cbf10867/1787679270081_words_db5c825d-5577-4671-8cfd-13e1cbf10867.jpg",221,"db5c825d-5577-4671-8cfd-13e1cbf10867"
"Net","জাল","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679271/words/85149b8a-38a5-4fb5-b9ac-7feb6845d37f/1787679270627_words_85149b8a-38a5-4fb5-b9ac-7feb6845d37f.jpg.jpg","Net.jpg","words/85149b8a-38a5-4fb5-b9ac-7feb6845d37f/1787679270627_words_85149b8a-38a5-4fb5-b9ac-7feb6845d37f.jpg",222,"85149b8a-38a5-4fb5-b9ac-7feb6845d37f"
"Night","রাত","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678775/words/e72626f7-652d-4254-a06e-842316c4b15c/1787678774874_words_e72626f7-652d-4254-a06e-842316c4b15c.jpg.jpg","Night.jpg","words/e72626f7-652d-4254-a06e-842316c4b15c/1787678774874_words_e72626f7-652d-4254-a06e-842316c4b15c.jpg",75,"e72626f7-652d-4254-a06e-842316c4b15c"
"Notebook","খাতা","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678776/words/aae8f356-facd-44d3-bab6-19a4ca969ae4/1787678775115_words_aae8f356-facd-44d3-bab6-19a4ca969ae4.jpg.jpg","Notebook.jpg","words/aae8f356-facd-44d3-bab6-19a4ca969ae4/1787678775115_words_aae8f356-facd-44d3-bab6-19a4ca969ae4.jpg",77,"aae8f356-facd-44d3-bab6-19a4ca969ae4"
"number","সংখ্যা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679271/words/8a767a70-3e48-4f5d-a799-ab33970fa67f/1787679270980_words_8a767a70-3e48-4f5d-a799-ab33970fa67f.jpg.jpg","Number.jpg","words/8a767a70-3e48-4f5d-a799-ab33970fa67f/1787679270980_words_8a767a70-3e48-4f5d-a799-ab33970fa67f.jpg",223,"8a767a70-3e48-4f5d-a799-ab33970fa67f"
"Old","বুড়ো; পুরোনো","adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678776/words/f9af7495-09ea-4ce9-b821-4c3b3ac62f59/1787678775670_words_f9af7495-09ea-4ce9-b821-4c3b3ac62f59.jpg.jpg","Old.jpg","words/f9af7495-09ea-4ce9-b821-4c3b3ac62f59/1787678775670_words_f9af7495-09ea-4ce9-b821-4c3b3ac62f59.jpg",78,"f9af7495-09ea-4ce9-b821-4c3b3ac62f59"
"open","খোলা; খোলা করা","v/adj","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679271/words/56ba3a7b-25fc-468f-ad80-998e5490bae2/1787679271047_words_56ba3a7b-25fc-468f-ad80-998e5490bae2.jpg.jpg","Open.jpg","words/56ba3a7b-25fc-468f-ad80-998e5490bae2/1787679271047_words_56ba3a7b-25fc-468f-ad80-998e5490bae2.jpg",224,"56ba3a7b-25fc-468f-ad80-998e5490bae2"
"orange","কমলা","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678776/words/4bf4e5c4-e2f7-4d16-a8f1-ffee097b2c3a/1787678775865_words_4bf4e5c4-e2f7-4d16-a8f1-ffee097b2c3a.jpg.jpg","Orange.jpg","words/4bf4e5c4-e2f7-4d16-a8f1-ffee097b2c3a/1787678775865_words_4bf4e5c4-e2f7-4d16-a8f1-ffee097b2c3a.jpg",79,"4bf4e5c4-e2f7-4d16-a8f1-ffee097b2c3a"
"overbridge","ওভারব্রিজ","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679272/words/52404019-4aa4-4140-96d3-373f18813309/1787679271211_words_52404019-4aa4-4140-96d3-373f18813309.jpg.jpg","Overbridge.jpg","words/52404019-4aa4-4140-96d3-373f18813309/1787679271211_words_52404019-4aa4-4140-96d3-373f18813309.jpg",225,"52404019-4aa4-4140-96d3-373f18813309"
"papaya","পেপে","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679272/words/084197a9-7f9e-4fe2-b70e-57ca92bfcec4/1787679271887_words_084197a9-7f9e-4fe2-b70e-57ca92bfcec4.png.png","Papaya.png","words/084197a9-7f9e-4fe2-b70e-57ca92bfcec4/1787679271887_words_084197a9-7f9e-4fe2-b70e-57ca92bfcec4.png",226,"084197a9-7f9e-4fe2-b70e-57ca92bfcec4"
"Partner","সঙ্গী; অংশীদার","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679273/words/af4aee88-a923-46bd-af46-eba1d0dddfcf/1787679272233_words_af4aee88-a923-46bd-af46-eba1d0dddfcf.jpg.jpg","Partner .jpg","words/af4aee88-a923-46bd-af46-eba1d0dddfcf/1787679272233_words_af4aee88-a923-46bd-af46-eba1d0dddfcf.jpg",228,"af4aee88-a923-46bd-af46-eba1d0dddfcf"
"Pencil","পেন্সিল","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678777/words/3c100f0f-cd01-408b-90c1-fb0b7e971d01/1787678776258_words_3c100f0f-cd01-408b-90c1-fb0b7e971d01.jpg.png","Pencil.jpg","words/3c100f0f-cd01-408b-90c1-fb0b7e971d01/1787678776258_words_3c100f0f-cd01-408b-90c1-fb0b7e971d01.jpg",80,"3c100f0f-cd01-408b-90c1-fb0b7e971d01"
"Person","ব্যক্তি","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679273/words/730efb71-4a88-4172-8cc6-190cc3ef690d/1787679272292_words_730efb71-4a88-4172-8cc6-190cc3ef690d.png.png","Person.png","words/730efb71-4a88-4172-8cc6-190cc3ef690d/1787679272292_words_730efb71-4a88-4172-8cc6-190cc3ef690d.png",227,"730efb71-4a88-4172-8cc6-190cc3ef690d"
"Peruse","মনোযোগ দিয়ে পড়া বা পরীক্ষা করা","Verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1784815955/words/1/1784815953572_words_1.jpg.jpg","1.jpg","words/1/1784815953572_words_1.jpg",25,"43dc7af3-90e6-44a3-9b8c-3ea459c1a913"
"picnic","বনভোজন","n.","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679273/words/183e285f-45d1-473a-b6d7-c0d6845724ab/1787679272405_words_183e285f-45d1-473a-b6d7-c0d6845724ab.png.png","Picnic.png","words/183e285f-45d1-473a-b6d7-c0d6845724ab/1787679272405_words_183e285f-45d1-473a-b6d7-c0d6845724ab.png",229,"183e285f-45d1-473a-b6d7-c0d6845724ab"
"Pineapple","আনারস","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678777/words/af3e7887-517d-4269-8449-a111e3c76e7c/1787678776370_words_af3e7887-517d-4269-8449-a111e3c76e7c.jpg.jpg","Pineapple.jpg","words/af3e7887-517d-4269-8449-a111e3c76e7c/1787678776370_words_af3e7887-517d-4269-8449-a111e3c76e7c.jpg",81,"af3e7887-517d-4269-8449-a111e3c76e7c"
"plant","গাছ; রোপণ করা","n/v","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679274/words/4161f6e3-3d3b-4363-ad10-25db8e136630/1787679273097_words_4161f6e3-3d3b-4363-ad10-25db8e136630.png.png","Plant.png","words/4161f6e3-3d3b-4363-ad10-25db8e136630/1787679273097_words_4161f6e3-3d3b-4363-ad10-25db8e136630.png",230,"4161f6e3-3d3b-4363-ad10-25db8e136630"
"Play","খেলা; খেলতে","verb/noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678777/words/816c3af0-9cbb-4db6-a4a5-d03be477c4d3/1787678776675_words_816c3af0-9cbb-4db6-a4a5-d03be477c4d3.jpg.jpg","Play.jpg","words/816c3af0-9cbb-4db6-a4a5-d03be477c4d3/1787678776675_words_816c3af0-9cbb-4db6-a4a5-d03be477c4d3.jpg",82,"816c3af0-9cbb-4db6-a4a5-d03be477c4d3"
"Please","অনুগ্রহ করে","adverb/interjection","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679274/words/7617d18d-d9f7-4550-8076-b8b9f677f96f/1787679273399_words_7617d18d-d9f7-4550-8076-b8b9f677f96f.jpg.jpg","Please.jpg","words/7617d18d-d9f7-4550-8076-b8b9f677f96f/1787679273399_words_7617d18d-d9f7-4550-8076-b8b9f677f96f.jpg",231,"7617d18d-d9f7-4550-8076-b8b9f677f96f"
"Pond","পুকুর","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679274/words/fee3faef-da24-4846-913c-7f8a07ed5588/1787679273456_words_fee3faef-da24-4846-913c-7f8a07ed5588.png.png","Pond.png","words/fee3faef-da24-4846-913c-7f8a07ed5588/1787679273456_words_fee3faef-da24-4846-913c-7f8a07ed5588.png",232,"fee3faef-da24-4846-913c-7f8a07ed5588"
"Pot","হাঁড়ি; পাত্র","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679274/words/d14b46ea-dac6-4851-b498-d4c9489faf42/1787679273656_words_d14b46ea-dac6-4851-b498-d4c9489faf42.png.png","Pot.png","words/d14b46ea-dac6-4851-b498-d4c9489faf42/1787679273656_words_d14b46ea-dac6-4851-b498-d4c9489faf42.png",233,"d14b46ea-dac6-4851-b498-d4c9489faf42"
"Put","রাখা; রাখা/দেওয়া","verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679275/words/e8d22116-dacf-4e79-945e-72a03af79cd7/1787679274239_words_e8d22116-dacf-4e79-945e-72a03af79cd7.png.png","Put.png","words/e8d22116-dacf-4e79-945e-72a03af79cd7/1787679274239_words_e8d22116-dacf-4e79-945e-72a03af79cd7.png",234,"e8d22116-dacf-4e79-945e-72a03af79cd7"
"Quack","হাঁসের ডাক","noun/verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679275/words/9afa1392-56eb-479d-99bc-f60a788abe49/1787679274548_words_9afa1392-56eb-479d-99bc-f60a788abe49.jpg.png","Quack.jpg","words/9afa1392-56eb-479d-99bc-f60a788abe49/1787679274548_words_9afa1392-56eb-479d-99bc-f60a788abe49.jpg",235,"9afa1392-56eb-479d-99bc-f60a788abe49"
"Quilt","লেপ; কাঁথা","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679275/words/fb6e0973-678a-454c-8d61-1a20a6880875/1787679274716_words_fb6e0973-678a-454c-8d61-1a20a6880875.jpg.jpg","Quilt .jpg","words/fb6e0973-678a-454c-8d61-1a20a6880875/1787679274716_words_fb6e0973-678a-454c-8d61-1a20a6880875.jpg",236,"fb6e0973-678a-454c-8d61-1a20a6880875"
"Rain","বৃষ্টি","noun/verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679276/words/f32ab8c3-80df-4914-9bf2-231913a76e4e/1787679275146_words_f32ab8c3-80df-4914-9bf2-231913a76e4e.jpg.jpg","Rain .jpg","words/f32ab8c3-80df-4914-9bf2-231913a76e4e/1787679275146_words_f32ab8c3-80df-4914-9bf2-231913a76e4e.jpg",239,"f32ab8c3-80df-4914-9bf2-231913a76e4e"
"Raise","উঠানো","verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679276/words/869876bd-9247-43cb-902d-4f11650481d2/1787679275399_words_869876bd-9247-43cb-902d-4f11650481d2.jfif.jpg","Raise.jfif","words/869876bd-9247-43cb-902d-4f11650481d2/1787679275399_words_869876bd-9247-43cb-902d-4f11650481d2.jfif",240,"869876bd-9247-43cb-902d-4f11650481d2"
"Rat","ইঁদুর","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679276/words/7e2ae00c-dcad-4bb3-b2d9-670af9b4a4fe/1787679275556_words_7e2ae00c-dcad-4bb3-b2d9-670af9b4a4fe.jfif.jpg","Rat.jfif","words/7e2ae00c-dcad-4bb3-b2d9-670af9b4a4fe/1787679275556_words_7e2ae00c-dcad-4bb3-b2d9-670af9b4a4fe.jfif",237,"7e2ae00c-dcad-4bb3-b2d9-670af9b4a4fe"
"Read","পড়া","verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679276/words/f9f7d9ec-4579-44cd-bfee-c91de603b1cf/1787679275720_words_f9f7d9ec-4579-44cd-bfee-c91de603b1cf.jfif.jpg","Read.jfif","words/f9f7d9ec-4579-44cd-bfee-c91de603b1cf/1787679275720_words_f9f7d9ec-4579-44cd-bfee-c91de603b1cf.jfif",238,"f9f7d9ec-4579-44cd-bfee-c91de603b1cf"
"request","অনুরোধ","n/v","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679277/words/cbfae4b0-c648-4bed-91a2-34c99f9c3379/1787679276517_words_cbfae4b0-c648-4bed-91a2-34c99f9c3379.jfif.jpg","Request.jfif","words/cbfae4b0-c648-4bed-91a2-34c99f9c3379/1787679276517_words_cbfae4b0-c648-4bed-91a2-34c99f9c3379.jfif",241,"cbfae4b0-c648-4bed-91a2-34c99f9c3379"
"Rhyme","ছড়া; মিল","noun/verb","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679277/words/959aa0a0-891a-44c7-83f5-5710a86c1605/1787679276741_words_959aa0a0-891a-44c7-83f5-5710a86c1605.jfif.jpg","Rhyme.jfif","words/959aa0a0-891a-44c7-83f5-5710a86c1605/1787679276741_words_959aa0a0-891a-44c7-83f5-5710a86c1605.jfif",242,"959aa0a0-891a-44c7-83f5-5710a86c1605"
"Rice","ভাত; চাল","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678778/words/2a3a0384-6cec-4558-ade9-3422419e0806/1787678777148_words_2a3a0384-6cec-4558-ade9-3422419e0806.jpg.jpg","Rice.jpg","words/2a3a0384-6cec-4558-ade9-3422419e0806/1787678777148_words_2a3a0384-6cec-4558-ade9-3422419e0806.jpg",83,"2a3a0384-6cec-4558-ade9-3422419e0806"
"River","নদী","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679277/words/df4b90f7-8ad4-41c8-86da-6b97b0da125f/1787679276899_words_df4b90f7-8ad4-41c8-86da-6b97b0da125f.jpg.jpg","River.jpg","words/df4b90f7-8ad4-41c8-86da-6b97b0da125f/1787679276899_words_df4b90f7-8ad4-41c8-86da-6b97b0da125f.jpg",243,"df4b90f7-8ad4-41c8-86da-6b97b0da125f"
"row","সারি","n","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678778/words/fbccae77-43e9-424e-b849-2471ce4fcf00/1787678777348_words_fbccae77-43e9-424e-b849-2471ce4fcf00.png.png","Row.png","words/fbccae77-43e9-424e-b849-2471ce4fcf00/1787678777348_words_fbccae77-43e9-424e-b849-2471ce4fcf00.png",84,"fbccae77-43e9-424e-b849-2471ce4fcf00"
"Sad","দুঃখিত","adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678778/words/30514af3-8fb6-467c-8e05-ffbfa22f78a1/1787678777567_words_30514af3-8fb6-467c-8e05-ffbfa22f78a1.png.png","Sad.png","words/30514af3-8fb6-467c-8e05-ffbfa22f78a1/1787678777567_words_30514af3-8fb6-467c-8e05-ffbfa22f78a1.png",85,"30514af3-8fb6-467c-8e05-ffbfa22f78a1"
"Safe","নিরাপদ","adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787679277/words/a5a76865-a5ad-446d-adce-39d82d226805/1787679277007_words_a5a76865-a5ad-446d-adce-39d82d226805.jfif.jpg","Safe.jfif","words/a5a76865-a5ad-446d-adce-39d82d226805/1787679277007_words_a5a76865-a5ad-446d-adce-39d82d226805.jfif",244,"a5a76865-a5ad-446d-adce-39d82d226805"
"Same","একই","adjective","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678778/words/c257c379-149a-46e4-ba05-dab1bbd3350f/1787678777852_words_c257c379-149a-46e4-ba05-dab1bbd3350f.png.png","Same.png","words/c257c379-149a-46e4-ba05-dab1bbd3350f/1787678777852_words_c257c379-149a-46e4-ba05-dab1bbd3350f.png",86,"c257c379-149a-46e4-ba05-dab1bbd3350f"
"Saturday","শনিবার","Noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678779/words/7d14882b-fee4-4f8a-9043-67635d78e55a/1787678778274_words_7d14882b-fee4-4f8a-9043-67635d78e55a.jpg.jpg","Saturday.jpg","words/7d14882b-fee4-4f8a-9043-67635d78e55a/1787678778274_words_7d14882b-fee4-4f8a-9043-67635d78e55a.jpg",87,"7d14882b-fee4-4f8a-9043-67635d78e55a"
"School","বিদ্যালয়","noun","https://res.cloudinary.com/ds8p3rvyx/image/upload/v1787678779/words/07493703-eff5-4ac5-a50e-f79da23d4ef1/1787678778459_words_07493703-eff5-4ac5-a50e-f79da23d4ef1.jpg.jpg","School.jpg","words/07493703-eff5-4ac5-a50e-f79da23d4ef1/1787678778459_words_07493703-eff5-4ac5-a50e-f79da23d4ef1.jpg",88,"07493703-eff5-4ac5-a50e-f79da23d4ef1"
